Date,Seasons,Holiday,FunctioningDay
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-19,Autumn,No Holiday,No
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-20,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-21,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-22,Autumn,No Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-23,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-24,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-25,Autumn,Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-26,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-27,Autumn,No Holiday,Yes
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-28,Autumn,No Holiday,No
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-29,Autumn,No Holiday,Yes
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-09-30,Autumn,No Holiday,No
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-01,Autumn,No Holiday,Yes
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-02,Autumn,No Holiday,No
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-03,Autumn,Holiday,Yes
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-04,Autumn,No Holiday,No
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-05,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,No
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-06,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-07,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-08,Autumn,No Holiday,Yes
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-09,Autumn,Holiday,No
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-10,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-11,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-12,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-13,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-14,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-15,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
2018-10-16,Autumn,No Holiday,Yes
